date,S_0-18,S_19-65+,E_0-18,E_19-65+,I_0-18,I_19-65+,R_0-18,R_19-65+,total_I,total_R,total_E,total_S,daily_incidence,prevalence
2024-01-01,1990.0,7970.0,0.0,0.0,1.0,1.0,9.0,29.0,2.0,38.0,0.0,9960.0,0.0,0.0002
2024-01-02,1989.7310959359793,7969.725155635619,0.16813555286925827,0.1718658056948095,0.8709632005996251,0.8729852760747463,9.229805310551885,29.22999328261216,1.7439484766743714,38.459798593164045,0.34000135856406777,9959.456251571599,0.5437484284024805,0.00017439484766743714
2024-01-03,1989.479886812643,7969.467988545794,0.22044428099192762,0.22560290329648744,0.8552306497055656,0.8608390078425545,9.444438256659867,29.445569543068896,1.71606965754812,38.890007799728764,0.44604718428841506,9958.947875358437,0.5083762131628191,0.00017160696575481201
2024-01-04,1989.2275556133586,7969.209187039791,0.24086180325529707,0.24688077340617015,0.8716196274485645,0.8809668136606628,9.659962955937807,29.662965373144562,1.7525864411092273,39.32292832908237,0.48774257666146725,9958.43674265315,0.5111327052877712,0.00017525864411092274
2024-01-05,1988.9686828881431,7968.943216307082,0.25264777486441975,0.259382223141574,0.8976546876946228,0.9105946702743872,9.881014649298269,29.886806799503322,1.80824935796901,39.76782144880159,0.5120299980059937,9957.911899195225,0.5248434579235237,0.000180824935796901
2024-01-06,1988.7015538154405,7968.668343371861,0.26225252640838037,0.2696584697967102,0.9271272138896249,0.9434748478856345,10.109066444261563,30.118523310459313,1.8706020617752595,40.227589754720874,0.5319109962050905,9957.369897187302,0.5420020079246299,0.00018706020617752594
2024-01-07,1988.4254734491205,7968.383877654081,0.27146952934693536,0.27952761095399686,0.9583368829781593,0.9779227616393374,10.344720138554694,30.358671973327482,1.9362596446174969,40.703392111882174,0.5509971403009322,9956.809351103202,0.5605460840993786,0.0001936259644617497
2024-01-08,1988.1400228732991,7968.089407711004,0.2808023494316737,0.289500754738971,0.9908334875295322,1.0135125258710302,10.588341289740056,30.607579008387248,2.0043460134005624,41.195920298127305,0.5703031041706448,9956.229430584302,0.5799205188979073,0.00020043460134005624
2024-01-09,1987.8448530837989,7967.784590279792,0.2903969203836756,0.29972780726346787,1.0245146526826596,1.0501653361303294,10.840235343135015,30.865516576816,2.074679988812989,41.70575191995101,0.5901247276471435,9955.62944336359,0.5999872207126344,0.0002074679988812989
2024-01-10,1987.5396275462463,7967.469091771135,0.3003004517982054,0.3102592283239939,1.0593752042812068,1.0878974739029288,11.100696797674534,31.132751526639773,2.1472726781841356,42.23344832431431,0.6105596801221993,9955.008719317382,0.6207240462095029,0.00021472726781841356
2024-01-11,1987.2240060634513,7967.142572029025,0.3105331845675812,0.3211182657499427,1.0954376788287994,1.1267509755267173,11.370023073152634,31.409558729699032,2.2221886543555165,42.779581802851666,0.6316514503175239,9954.366578092477,0.6421412249040586,0.00022221886543555164
2024-01-12,1986.897640229393,7966.804679887854,0.32110764216561244,0.3323203176536197,1.132733663861848,1.1667752036994095,11.64851846457978,31.696224590794326,2.2995088675612574,43.34474305537411,0.6534279598192321,9953.702320117247,0.6642579752298943,0.00022995088675612573
2024-01-13,1986.560171800576,7966.455051671756,0.3320346547976669,0.34387906507117333,1.1712979491025308,1.2080211305720778,11.936495595523972,31.993048132601746,2.379319079674609,43.92954372812572,0.6759137198688403,9953.015223472332,0.6870966449145683,0.00023793190796746088
2024-01-14,1986.2112319211476,7966.093310622929,0.34332551168564013,0.3558080790263575,1.211166410776504,1.2505400504848025,12.234276156390445,32.300341247561754,2.461706461261307,44.5346174039522,0.6991335907119977,9952.304542544076,0.7106809282563304,0.00024617064612613066
2024-01-15,1985.8504412697143,7965.719067012417,0.3549899402262347,0.3681200507398349,1.2523779907875183,1.294384307380656,12.542190799272037,32.61842862946347,2.5467622981681743,45.16061942873551,0.7231099909660696,9951.569508282131,0.73503426194425,0.00025467622981681744
2024-01-16,1985.4774089305213,7965.331917310717,0.36703988728454207,0.3808288956475762,1.2949709753662193,1.3396056560535972,12.860580206828248,32.94764813758373,2.6345766314198165,45.80822834441197,0.7478687829321182,9950.809326241239,0.7601820408941578,0.00026345766314198163
2024-01-17,1985.0917327478812,7964.931444469775,0.37948655065894993,0.393948085768383,1.3389858976694307,1.386256821277705,13.189794803790514,33.28835062317996,2.7252427189471358,46.47814542697047,0.773434636427333,9950.023177217656,0.7861490235810322,0.00027252427189471357
2024-01-18,1984.692998952739,7964.517217598227,0.39234071446611807,0.407491070618247,1.3844652039182006,1.4343912043081326,13.530195128876972,33.64090012684724,2.818856408226333,47.17109525572421,0.799831785084365,9949.210216550966,0.8129606666899676,0.0002818856408226333
2024-01-19,1984.280781165486,7964.088791222976,0.4056160054701667,0.42147278833620017,1.431450045324667,1.484061781088972,13.882152783719576,34.00567420759977,2.9155118264136393,47.88782699131934,0.8270887938063669,9948.369572388463,0.8406441625044394,0.0002915511826413639
2024-01-20,1983.8546415075375,7963.6457060537905,0.41932239809045696,0.43590639089542543,1.4799866464178564,1.5353239145857456,14.246049447954354,34.383063640729354,3.015310561003602,48.62911308868371,0.8552287889858824,9947.500347561328,0.8692248271338485,0.0003015310561003602
2024-01-21,1983.4141284365276,7963.187487322091,0.43347487313312294,0.4508077797715316,1.5301177989413537,1.5882316442567839,14.62227889139824,34.77347325388111,3.1183494431981376,49.395752145279346,0.8842826529046546,9946.601615758618,0.8987318027089444,0.00031183494431981373
2024-01-22,1982.958778601354,7962.7136460985375,0.4480835093466347,0.4661903900354152,1.5818925761496014,1.6428421509534543,15.011245313150074,35.17732136047469,3.2247347271030558,50.18856667362476,0.9142738993820498,9945.672424699891,0.9291910587277314,0.00032247347271030556
2024-01-23,1982.4881142133816,7962.2236772532715,0.46316431268201774,0.4820709025248259,1.635355695132064,1.6992110281725463,15.413365778804774,35.59504081603186,3.3345667233046106,51.008406594836636,0.9452352152068436,9944.711791466652,0.9606332332382195,0.00033345667233046104
2024-01-24,1982.0016453123503,7961.717061057729,0.47872742434431825,0.4984630884620916,1.6905590794952103,1.7573975108081432,15.82906818381043,36.02707834300238,3.4479565903033533,51.85614652681281,0.9771905128064098,9943.718706370079,0.9930850965744824,0.00034479565903033536
2024-01-25,1981.4988667046669,7961.193260808767,0.4947900054739278,0.5153845128908066,1.7475491976945194,1.817458917189102,16.25879409216512,36.473895761153976,3.5650081148836215,52.7326898533191,1.0101745183647344,9942.692127513434,1.026578856644882,0.0003565008114883621
2024-01-26,1980.979260720599,7960.651724773707,0.5113621844546353,0.5328492696107063,1.8063808443979157,1.8794567798414212,16.702996250548576,36.93596917684173,3.685837624239337,53.6389654273903,1.0442114540653415,9941.630985494307,1.06114201912753,0.0003685837624239337
2024-01-27,1980.4422936921576,7960.091883457546,0.5284621489757546,0.5508757825469406,1.867102304148537,1.9434503626936308,17.162141854718442,37.41379039721448,3.8105526668421676,54.57593225193292,1.0793379315226952,9940.534177149704,1.096808344602799,0.00038105526668421675
2024-01-28,1979.8874191249204,7959.513151840038,0.5461001951722595,0.569478588510186,1.9297709937631056,2.009503571051096,17.63670968614458,37.907866000402926,3.9392745648142014,55.5445756865475,1.1155787836824453,9939.400570964957,1.1336061847463696,0.0003939274564814201
2024-01-29,1979.3140738814852,7958.914926411203,0.5642952757501377,0.5886768545768193,1.9944371872847297,2.0776778628633834,18.12719365548021,38.418718871358095,4.072115050148113,56.54591252683831,1.152972130326957,9938.229000292687,1.171570672269226,0.0004072115050148113
2024-01-30,1978.7216815758777,7958.296587556784,0.5830580584078248,0.6084856975763758,2.0611606276282135,2.1480395237348575,18.634099738086867,38.94688722190556,4.209200151363071,57.58098695999243,1.1915437559842006,9937.018269132663,1.2107311600263202,0.00042092001513630706
2024-01-31,1978.109648662779,7957.657496517538,0.6024080183590727,0.628924913419784,2.129993705576003,2.220652403559559,19.15794961328653,39.49292616548398,4.350646109135562,58.65087577877051,1.2313329317788566,9935.767145180316,1.2511239523452318,0.0004350646109135562
